uniprot_id,gene,length,llps_score,prediction,in_training
Q9Y680,FKBP7,222,0.0612,LLPS-,novel
P09455,RBP1,135,0.0612,LLPS-,novel
Q9H9B4,SFXN1,322,0.0611,LLPS-,novel
P10646,TFPI,304,0.0611,LLPS-,novel
Q96R69,OR4F4,305,0.0611,LLPS-,novel
Q92903,CDS1,461,0.0611,LLPS-,novel
O15229,KMO,486,0.0611,LLPS-,novel
Q9Y6K0,CEPT1,416,0.0611,LLPS-,novel
P49326,FMO5,533,0.0611,LLPS-,novel
Q6UY27,PATE2,113,0.0611,LLPS-,novel
Q9UMY4,SNX12,162,0.0611,LLPS-,novel
Q969G6,RFK,155,0.0611,LLPS-,novel
A8MT66,,165,0.061,LLPS-,novel
Q14344,GNA13,377,0.061,LLPS-,novel
P59537,TAS2R43,309,0.061,LLPS-,novel
Q16445,GABRA6,453,0.061,LLPS-,novel
Q13361,MFAP5,173,0.061,LLPS-,novel
P78383,SLC35B1,322,0.061,LLPS-,novel
P0C646,OR52Z1P,298,0.061,LLPS-,novel
A6NFY4,NEMP2,417,0.061,LLPS-,novel
Q16527,CSRP2,193,0.0609,LLPS-,novel
O00212,RHOD,210,0.0609,LLPS-,novel
Q9HDD0,PLAAT1,168,0.0609,LLPS-,novel
O14684,PTGES,152,0.0609,LLPS-,novel
Q5FWF7,FBXO48,155,0.0609,LLPS-,novel
Q9Y534,CSDC2,153,0.0609,LLPS-,novel
P24385,CCND1,295,0.0609,LLPS-,novel
P19957,PI3,117,0.0609,LLPS-,test
O95139,NDUFB6,128,0.0609,LLPS-,novel
P06276,BCHE,602,0.0609,LLPS-,novel
Q687X5,STEAP4,459,0.0609,LLPS-,novel
P69905,HBA1,142,0.0608,LLPS-,novel
C0HLZ6,HOXB-AS3,53,0.0608,LLPS-,novel
Q99677,LPAR4,370,0.0608,LLPS-,novel
Q969X5,ERGIC1,290,0.0608,LLPS-,novel
O15260,SURF4,269,0.0608,LLPS-,novel
Q7Z7B7,DEFB132,95,0.0608,LLPS-,novel
Q9H208,OR10A2,303,0.0608,LLPS-,novel
Q9NZQ7,CD274,290,0.0608,LLPS-,novel
Q8N2U9,SLC66A2,271,0.0608,LLPS-,novel
P48065,SLC6A12,614,0.0608,LLPS-,novel
P49238,CX3CR1,355,0.0607,LLPS-,novel
O76036,NCR1,304,0.0607,LLPS-,novel
Q6UWU4,C6orf89,347,0.0607,LLPS-,novel
Q5VST6,ABHD17B,288,0.0607,LLPS-,novel
Q8NHA4,OR2AE1,323,0.0607,LLPS-,novel
Q8TD06,AGR3,166,0.0607,LLPS-,novel
Q96T52,IMMP2L,175,0.0606,LLPS-,novel
P05141,SLC25A5,298,0.0606,LLPS-,novel
Q86SZ2,TRAPPC6B,158,0.0606,LLPS-,novel
P61009,SPCS3,180,0.0606,LLPS-,novel
Q53FV1,ORMDL2,153,0.0606,LLPS-,novel
P28472,GABRB3,473,0.0606,LLPS-,novel
Q9UDX5,MTFP1,166,0.0606,LLPS-,novel
P37108,SRP14,136,0.0606,LLPS-,novel
P60484,PTEN,403,0.0606,LLPS-,novel
Q9BZM6,ULBP1,244,0.0606,LLPS-,novel
Q8NA77,TEX19,164,0.0606,LLPS-,novel
Q5VUY2,AADACL4,407,0.0605,LLPS-,novel
P61619,SEC61A1,476,0.0605,LLPS-,novel
A6NI61,MYMK,221,0.0605,LLPS-,novel
Q9UNM6,PSMD13,376,0.0605,LLPS-,novel
Q8WV07,LTO1,137,0.0605,LLPS-,novel
Q16563,SYPL1,259,0.0605,LLPS-,novel
P16410,CTLA4,223,0.0605,LLPS-,novel
Q9UJ68,MSRA,235,0.0605,LLPS-,novel
P78537,BLOC1S1,153,0.0605,LLPS-,novel
Q4KMZ8,NKAIN1,207,0.0605,LLPS-,novel
Q8NGC8,OR11H7,314,0.0605,LLPS-,novel
P20851,C4BPB,252,0.0604,LLPS-,novel
A0A075B6U4,TRAV7,112,0.0604,LLPS-,novel
O14735,CDIPT,213,0.0604,LLPS-,novel
Q7RTV0,PHF5A,110,0.0604,LLPS-,novel
P09936,UCHL1,223,0.0604,LLPS-,novel
P56557,TMEM50B,158,0.0604,LLPS-,novel
Q9UMS0,NFU1,254,0.0604,LLPS-,novel
Q8N5I4,DHRSX,330,0.0603,LLPS-,novel
Q8WZ94,OR5P3,311,0.0603,LLPS-,novel
P35625,TIMP3,211,0.0603,LLPS-,novel
Q86UP9,LHFPL3,236,0.0603,LLPS-,novel
Q9Y6X1,SERP1,66,0.0603,LLPS-,novel
Q9NVV0,TMEM38B,291,0.0603,LLPS-,novel
O14599,BPY2,106,0.0603,LLPS-,novel
Q96KX2,CAPZA3,299,0.0603,LLPS-,novel
Q9NRY7,PLSCR2,297,0.0603,LLPS-,novel
P06703,S100A6,90,0.0603,LLPS-,novel
P14854,COX6B1,86,0.0603,LLPS-,novel
Q9NWQ9,C14orf119,140,0.0603,LLPS-,novel
Q96EM0,L3HYPDH,354,0.0602,LLPS-,novel
Q9P0N5,TMEM216,145,0.0602,LLPS-,novel
Q9UBV7,B4GALT7,327,0.0602,LLPS-,novel
P55769,SNU13,128,0.0602,LLPS-,novel
Q8N6V4,C10orf53,93,0.0602,LLPS-,novel
Q9H2H8,PPIL3,161,0.0602,LLPS-,novel
Q8N257,H2BC26,126,0.0602,LLPS-,novel
Q9P0K9,FRRS1L,293,0.0602,LLPS-,novel
Q96NR3,PTCHD1,888,0.0602,LLPS-,novel
Q8WUN7,UBTD2,234,0.0602,LLPS-,train
Q9NR77,PXMP2,195,0.0602,LLPS-,novel
P01112,HRAS,189,0.0602,LLPS-,novel
Q96LT4,SAMD8,415,0.0602,LLPS-,novel
Q58HT5,AWAT1,328,0.0602,LLPS-,novel
O00591,GABRP,440,0.0601,LLPS-,novel
Q9NRW1,RAB6B,208,0.0601,LLPS-,novel
P01036,CST4,141,0.0601,LLPS-,novel
P01591,JCHAIN,159,0.0601,LLPS-,novel
Q8NHB1,OR2V1,315,0.0601,LLPS-,novel
Q9Y2R0,COA3,106,0.0601,LLPS-,novel
Q6UW88,EPGN,154,0.0601,LLPS-,novel
P54710,FXYD2,66,0.0601,LLPS-,novel
P21781,FGF7,194,0.0601,LLPS-,novel
Q8IYP9,ZDHHC23,409,0.0601,LLPS-,novel
Q96PL2,TECTB,329,0.0601,LLPS-,novel
Q9Y2C3,B3GALT5,310,0.06,LLPS-,novel
O60756,BCE1,84,0.06,LLPS-,novel
O75563,SKAP2,359,0.06,LLPS-,novel
Q96FQ6,S100A16,103,0.06,LLPS-,novel
Q8IUX4,APOBEC3F,373,0.06,LLPS-,novel
Q9H081,MIS12,205,0.06,LLPS-,novel
A0A599,TRBV5-6,114,0.06,LLPS-,novel
Q9H939,PSTPIP2,334,0.06,LLPS-,novel
O75365,PTP4A3,173,0.06,LLPS-,novel
Q5BN46,PIERCE1,136,0.06,LLPS-,novel
Q1W4C9,SPINK13,94,0.06,LLPS-,novel
Q8N4J0,CARNMT1,409,0.06,LLPS-,novel
P06899,H2BC11,126,0.06,LLPS-,novel
Q9H898,ZMAT4,229,0.06,LLPS-,novel
A0A096LPK9,OR4N4C,316,0.06,LLPS-,novel
Q9NQZ3,DAZ1,744,0.0599,LLPS-,novel
Q14390,GGTLC2,218,0.0599,LLPS-,novel
P10720,PF4V1,104,0.0599,LLPS-,novel
Q9UH17,APOBEC3B,382,0.0599,LLPS-,novel
O95169,NDUFB8,186,0.0599,LLPS-,novel
Q8WXD0,RXFP2,754,0.0599,LLPS-,novel
Q96EL2,MRPS24,167,0.0599,LLPS-,novel
Q9NYW0,TAS2R10,307,0.0598,LLPS-,novel
O15144,ARPC2,300,0.0598,LLPS-,novel
O95363,FARS2,451,0.0598,LLPS-,novel
A6NK44,GLOD5,160,0.0598,LLPS-,novel
Q9H902,REEP1,201,0.0598,LLPS-,novel
Q99643,SDHC,169,0.0598,LLPS-,novel
Q6IEV9,OR4C11,310,0.0598,LLPS-,novel
Q9BS92,NIPSNAP3B,247,0.0597,LLPS-,novel
Q9NQ34,TMEM9B,198,0.0597,LLPS-,novel
Q9NWW6,NMRK1,199,0.0597,LLPS-,novel
B5MD39,GGTLC3,225,0.0597,LLPS-,novel
O43760,SYNGR2,224,0.0597,LLPS-,novel
Q13642,FHL1,323,0.0597,LLPS-,novel
Q9Y5S8,NOX1,564,0.0597,LLPS-,novel
P63167,DYNLL1,89,0.0597,LLPS-,novel
P21673,SAT1,171,0.0597,LLPS-,novel
P05090,APOD,189,0.0596,LLPS-,novel
Q8NC69,KCTD6,237,0.0596,LLPS-,novel
A0A577,TRBV4-1,114,0.0596,LLPS-,novel
P10415,BCL2,239,0.0596,LLPS-,val
Q9P2N7,KLHL13,655,0.0596,LLPS-,novel
Q12999,TSPAN31,210,0.0596,LLPS-,novel
Q9HC21,SLC25A19,320,0.0596,LLPS-,novel
A0A0A6YYK1,TRAV8-1,113,0.0595,LLPS-,novel
A0A075B6T8,TRAV9-1,112,0.0595,LLPS-,novel
A0A1B0GTK5,FAM236D,79,0.0595,LLPS-,novel
Q6L8H4,KRTAP5-1,278,0.0595,LLPS-,novel
P15153,RAC2,192,0.0595,LLPS-,novel
Q9UKL2,OR52A1,312,0.0595,LLPS-,novel
P01814,IGHV2-70,119,0.0595,LLPS-,novel
C9JRZ8,AKR1B15,316,0.0595,LLPS-,novel
Q6ZWT7,MBOAT2,520,0.0595,LLPS-,novel
Q99880,H2BC13,126,0.0595,LLPS-,novel
P17030,ZNF25,456,0.0595,LLPS-,novel
Q9UJQ1,LAMP5,280,0.0595,LLPS-,novel
Q969S0,SLC35B4,331,0.0595,LLPS-,novel
Q8NH21,OR4F5,305,0.0595,LLPS-,novel
Q9NS00,C1GALT1,363,0.0594,LLPS-,novel
Q1EHB4,SLC5A12,618,0.0594,LLPS-,novel
Q15629,TRAM1,374,0.0594,LLPS-,novel
A6NDP7,MYADML2,307,0.0594,LLPS-,novel
O75951,LYZL6,148,0.0594,LLPS-,novel
Q92496,CFHR4,578,0.0594,LLPS-,novel
Q3LHN1,KRTAP21-3,58,0.0594,LLPS-,novel
Q6ZVK1,TMEM179,233,0.0594,LLPS-,novel
Q9BYZ8,REG4,158,0.0594,LLPS-,novel
Q8NBW4,SLC38A9,561,0.0594,LLPS-,novel
Q8NHA6,OR2W6P,318,0.0594,LLPS-,novel
O43934,MFSD11,449,0.0594,LLPS-,novel
Q8TCB7,METTL6,284,0.0593,LLPS-,novel
A6NL26,OR5B21,309,0.0593,LLPS-,novel
Q07654,TFF3,80,0.0593,LLPS-,novel
O75841,UPK1B,260,0.0593,LLPS-,novel
Q9BZW2,SLC13A1,595,0.0593,LLPS-,novel
Q75NE6,MIR17HG,70,0.0593,LLPS-,novel
P23527,H2BC17,126,0.0593,LLPS-,novel
Q8IYX1,TBC1D21,336,0.0593,LLPS-,novel
P01116,KRAS,189,0.0593,LLPS-,novel
Q16778,H2BC21,126,0.0593,LLPS-,novel
A0A075B6J2,IGLV2-33,118,0.0593,LLPS-,novel
P00395,MT-CO1,513,0.0593,LLPS-,novel
P58549,FXYD7,80,0.0592,LLPS-,novel
P00995,SPINK1,79,0.0592,LLPS-,novel
Q9Y5P1,OR51B2,312,0.0592,LLPS-,novel
P48201,ATP5MC3,142,0.0592,LLPS-,novel
P39877,PLA2G5,138,0.0592,LLPS-,novel
A0A0A0MRZ7,IGKV2D-26,120,0.0592,LLPS-,novel
Q6ZNM6,SPMIP10,134,0.0592,LLPS-,novel
Q9BU20,CPLANE2,258,0.0592,LLPS-,novel
Q6NUK4,REEP3,255,0.0591,LLPS-,novel
P0C7U1,ASAH2B,165,0.0591,LLPS-,novel
Q9UHJ9,PGAP2,254,0.0591,LLPS-,novel
Q96KC9,CABS1,395,0.0591,LLPS-,novel
P61923,COPZ1,177,0.0591,LLPS-,novel
Q9Y342,PLLP,182,0.0591,LLPS-,novel
Q15125,EBP,230,0.0591,LLPS-,novel
Q9Y2X8,UBE2D4,147,0.059,LLPS-,novel
P60228,EIF3E,445,0.059,LLPS-,novel
Q96R09,OR5B2,309,0.059,LLPS-,novel
P18085,ARF4,180,0.059,LLPS-,novel
Q96P67,GPR82,336,0.059,LLPS-,novel
P63124,HERV-K104,156,0.059,LLPS-,novel
P25101,EDNRA,427,0.0589,LLPS-,novel
Q3SXP7,SHISAL1,199,0.0589,LLPS-,novel
Q96RQ1,ERGIC2,377,0.0589,LLPS-,novel
P01721,IGLV6-57,117,0.0589,LLPS-,novel
P98066,TNFAIP6,277,0.0589,LLPS-,test
P60763,RAC3,192,0.0589,LLPS-,novel
Q9H944,MED20,212,0.0589,LLPS-,novel
Q9NZK7,PLA2G2E,142,0.0589,LLPS-,novel
P02489,CRYAA,173,0.0589,LLPS-,novel
P05109,S100A8,93,0.0588,LLPS-,novel
P21283,ATP6V1C1,382,0.0588,LLPS-,novel
Q9Y2Y1,POLR3K,108,0.0588,LLPS-,novel
O14764,GABRD,452,0.0588,LLPS-,novel
Q9Y547,IFT25,144,0.0588,LLPS-,novel
Q9BW83,IFT27,186,0.0588,LLPS-,novel
P55344,LIM2,173,0.0588,LLPS-,novel
P32297,CHRNA3,505,0.0588,LLPS-,novel
Q9NYG2,ZDHHC3,299,0.0588,LLPS-,novel
Q8WTQ1,DEFB104A,72,0.0588,LLPS-,novel
A6NDL7,METTL21EP,214,0.0587,LLPS-,novel
Q8N0Y3,OR4N4,316,0.0587,LLPS-,novel
Q9UFN0,NIPSNAP3A,247,0.0587,LLPS-,novel
Q56A73,SPIN4,249,0.0587,LLPS-,novel
A0A0B4J1V6,IGHV3-73,119,0.0587,LLPS-,novel
P25116,F2R,425,0.0587,LLPS-,novel
Q14507,EDDM3A,147,0.0587,LLPS-,novel
Q9H6B9,EPHX3,360,0.0587,LLPS-,novel
Q9NS64,RPRM,109,0.0586,LLPS-,novel
Q7RTR8,TAS2R42,314,0.0586,LLPS-,novel
Q9UBM8,MGAT4C,478,0.0586,LLPS-,novel
Q2M238,RRN3P1,152,0.0586,LLPS-,novel
P52803,EFNA5,228,0.0586,LLPS-,novel
Q9GZK7,OR11A1,315,0.0586,LLPS-,novel
Q03113,GNA12,381,0.0586,LLPS-,novel
Q9H977,WDR54,334,0.0586,LLPS-,novel
P32971,TNFSF8,234,0.0585,LLPS-,novel
Q5T742,ZNF22-AS1,122,0.0585,LLPS-,novel
Q9NQG1,MANBAL,85,0.0585,LLPS-,novel
A0A0C4DGP1,SMIM10L3,68,0.0585,LLPS-,novel
Q6UQ28,PLET1,207,0.0584,LLPS-,novel
P22760,AADAC,399,0.0584,LLPS-,novel
Q12918,KLRB1,225,0.0584,LLPS-,novel
P01705,IGLV2-23,113,0.0584,LLPS-,novel
O60404,OR10H3,316,0.0584,LLPS-,novel
Q14714,SSPN,243,0.0584,LLPS-,novel
Q8TCJ2,STT3B,826,0.0584,LLPS-,novel
Q4G148,GXYLT1,440,0.0584,LLPS-,novel
O95897,OLFM2,454,0.0584,LLPS-,novel
A6NFU0,FAM187A,413,0.0584,LLPS-,novel
P0DOX7,,214,0.0584,LLPS-,novel
P57088,TMEM33,247,0.0584,LLPS-,novel
Q9UBQ0,VPS29,182,0.0584,LLPS-,novel
Q96FM1,PGAP3,320,0.0584,LLPS-,novel
Q9NWW5,CLN6,311,0.0583,LLPS-,novel
Q7Z5H5,VN1R4,301,0.0583,LLPS-,novel
P51674,GPM6A,278,0.0583,LLPS-,novel
Q9H244,P2RY12,342,0.0583,LLPS-,test
Q9BY21,GPR87,358,0.0583,LLPS-,novel
Q15762,CD226,336,0.0583,LLPS-,novel
Q8IZV5,RDH10,341,0.0583,LLPS-,novel
Q8N8D7,NKAIN3,197,0.0583,LLPS-,novel
Q5TD97,FHL5,284,0.0583,LLPS-,novel
Q9BYR6,KRTAP3-3,98,0.0583,LLPS-,novel
Q8N9W7,,124,0.0582,LLPS-,novel
P0C870,JMJD7,316,0.0582,LLPS-,novel
P31641,SLC6A6,620,0.0582,LLPS-,novel
A6NHG9,OR5H14,310,0.0582,LLPS-,novel
Q9ULQ1,TPCN1,816,0.0582,LLPS-,novel
Q9UPM9,B9D1,204,0.0582,LLPS-,novel
Q9BXW4,MAP1LC3C,147,0.0582,LLPS-,novel
Q93091,RNASE6,150,0.0582,LLPS-,novel
Q9BS40,LXN,222,0.0582,LLPS-,novel
Q6ZMU1,C3P1,363,0.0581,LLPS-,novel
Q8WV19,SFT2D1,159,0.0581,LLPS-,novel
Q96EH8,NEURL3,262,0.0581,LLPS-,novel
A8MSI8,LYRM9,78,0.0581,LLPS-,novel
Q12891,HYAL2,473,0.0581,LLPS-,novel
Q96IW7,SEC22A,307,0.0581,LLPS-,novel
Q9H061,TMEM126A,195,0.0581,LLPS-,novel
P04201,MAS1,325,0.0581,LLPS-,novel
Q5T754,LCE1F,118,0.0581,LLPS-,novel
Q8WW43,APH1B,257,0.0581,LLPS-,novel
Q9H0U6,MRPL18,180,0.0581,LLPS-,novel
Q9UKY0,PRND,176,0.058,LLPS-,train
Q9H0U3,MAGT1,335,0.058,LLPS-,novel
Q16739,UGCG,394,0.058,LLPS-,novel
Q9HBX9,RXFP1,757,0.058,LLPS-,novel
Q96FC7,PHYHIPL,376,0.058,LLPS-,novel
Q6PEY2,TUBA3E,450,0.0579,LLPS-,novel
Q9Y519,TMEM184B,407,0.0579,LLPS-,novel
Q8WVK7,SKA2,121,0.0579,LLPS-,novel
P07148,FABP1,127,0.0579,LLPS-,novel
Q14353,GAMT,236,0.0579,LLPS-,novel
P61019,RAB2A,212,0.0579,LLPS-,novel
P83876,TXNL4A,142,0.0579,LLPS-,novel
P63122,ERVK-8,156,0.0579,LLPS-,novel
Q8N8F7,LSMEM1,131,0.0579,LLPS-,novel
Q9UKK6,NXT1,140,0.0579,LLPS-,novel
D3W0D1,KLRF2,207,0.0579,LLPS-,novel
Q6IB77,GLYAT,296,0.0579,LLPS-,novel
Q6ZST2,COL25A1-DT,131,0.0578,LLPS-,novel
Q9UNK4,PLA2G2D,145,0.0578,LLPS-,novel
O95452,GJB6,261,0.0578,LLPS-,novel
Q9GZM6,OR8D2,311,0.0578,LLPS-,novel
Q8IUX1,TMEM126B,230,0.0578,LLPS-,novel
P78334,GABRE,506,0.0578,LLPS-,novel
Q6N075,SLC61A1,450,0.0577,LLPS-,novel
P61024,CKS1B,79,0.0577,LLPS-,novel
Q99624,SLC38A3,504,0.0577,LLPS-,novel
Q9H1B4,NXF5,397,0.0577,LLPS-,novel
P82664,MRPS10,201,0.0577,LLPS-,novel
Q9H1A7,POLR2J3,115,0.0577,LLPS-,novel
Q9Y2Q5,LAMTOR2,125,0.0577,LLPS-,novel
Q96PD6,MOGAT1,335,0.0577,LLPS-,novel
A8MWK0,FADS2B,482,0.0577,LLPS-,novel
P25103,TACR1,407,0.0576,LLPS-,novel
P62837,UBE2D2,147,0.0576,LLPS-,novel
P49773,HINT1,126,0.0576,LLPS-,novel
O95168,NDUFB4,129,0.0576,LLPS-,novel
A0A0U1RRN3,MISFA,59,0.0576,LLPS-,novel
P00739,HPR,348,0.0576,LLPS-,novel
Q96DT0,LGALS12,336,0.0576,LLPS-,novel
A8MXU0,DEFB108A,73,0.0576,LLPS-,novel
A0A0X1KG70,OR4M2B,313,0.0575,LLPS-,novel
P0CG13,CHTF8,121,0.0575,LLPS-,novel
Q92535,PIGC,297,0.0575,LLPS-,novel
P62873,GNB1,340,0.0575,LLPS-,novel
Q8NFZ6,VN1R2,395,0.0575,LLPS-,novel
Q86VG3,IFTAP,221,0.0574,LLPS-,novel
Q9BSY4,CHCHD5,110,0.0574,LLPS-,train
Q9NX01,TXNL4B,149,0.0574,LLPS-,novel
Q8IU89,CERS3,383,0.0574,LLPS-,novel
O60637,TSPAN3,253,0.0574,LLPS-,novel
O75311,GLRA3,464,0.0574,LLPS-,novel
Q8TE23,TAS1R2,839,0.0574,LLPS-,novel
P60412,KRTAP10-11,298,0.0574,LLPS-,novel
A6NET4,OR5K3,321,0.0574,LLPS-,novel
Q96DD7,SHISA4,197,0.0573,LLPS-,novel
Q03393,PTS,145,0.0573,LLPS-,novel
Q9H3N1,TMX1,280,0.0573,LLPS-,novel
Q8NFJ5,GPRC5A,357,0.0573,LLPS-,novel
Q9UN88,GABRQ,632,0.0573,LLPS-,novel
Q6IEZ7,OR2T5,315,0.0573,LLPS-,novel
Q9HD87,C6orf50,102,0.0573,LLPS-,novel
P61353,RPL27,136,0.0573,LLPS-,novel
Q9H9S3,SEC61A2,476,0.0573,LLPS-,novel
P21266,GSTM3,225,0.0572,LLPS-,novel
O60575,SPINK4,86,0.0572,LLPS-,novel
Q86X19,TMEM17,198,0.0572,LLPS-,novel
Q6P656,CFAP161,301,0.0572,LLPS-,novel
Q8NHB8,OR5K2,316,0.0572,LLPS-,novel
Q15035,TRAM2,370,0.0572,LLPS-,novel
P60903,S100A10,97,0.0572,LLPS-,novel
Q9HBJ8,CLTRN,222,0.0572,LLPS-,novel
P17152,TMEM11,192,0.0572,LLPS-,novel
Q9NX07,TRNAU1AP,287,0.0572,LLPS-,novel
Q5SV17,TMEM240,173,0.0572,LLPS-,novel
P60201,PLP1,277,0.0572,LLPS-,novel
Q8WUX2,CHAC2,184,0.0572,LLPS-,novel
Q49AS3,LRRC37A5P,106,0.0571,LLPS-,novel
Q9H082,RAB33B,229,0.0571,LLPS-,novel
A0A075B6K5,IGLV3-9,115,0.0571,LLPS-,novel
A0A0K0K1C0,TRBV11-1,115,0.0571,LLPS-,novel
A6NFU8,PGPEP1L,196,0.0571,LLPS-,novel
P30536,TSPO,169,0.0571,LLPS-,novel
P11684,SCGB1A1,91,0.0571,LLPS-,novel
Q9NZ45,CISD1,108,0.0571,LLPS-,novel
O43657,TSPAN6,245,0.057,LLPS-,novel
Q70EL3,USP50,339,0.057,LLPS-,novel
P0DTE5,UGT2A2,536,0.057,LLPS-,novel
Q96B77,TMEM186,213,0.057,LLPS-,novel
P51959,CCNG1,295,0.057,LLPS-,novel
A0A1B0GVZ2,FAM240B,78,0.057,LLPS-,novel
Q86V35,CABP7,215,0.057,LLPS-,novel
Q9BZV2,SLC19A3,496,0.0569,LLPS-,novel
P14780,MMP9,707,0.0569,LLPS-,novel
Q9BSR8,YIPF4,244,0.0569,LLPS-,novel
Q9GZM3,POLR2J2,115,0.0569,LLPS-,novel
Q8NEJ0,DUSP18,188,0.0569,LLPS-,novel
Q86XQ3,CATSPER3,398,0.0568,LLPS-,novel
Q9NQE9,HINT3,182,0.0568,LLPS-,novel
Q06432,CACNG1,222,0.0568,LLPS-,novel
Q7Z4G1,COMMD6,85,0.0568,LLPS-,novel
A0A075B6K0,IGLV3-16,115,0.0568,LLPS-,novel
Q6L8H1,KRTAP5-4,288,0.0568,LLPS-,novel
P33032,MC5R,325,0.0568,LLPS-,novel
Q96AZ1,EEF1AKMT3,226,0.0568,LLPS-,novel
P25105,PTAFR,342,0.0567,LLPS-,novel
Q9P0J0,NDUFA13,144,0.0567,LLPS-,novel
P67812,SEC11A,179,0.0567,LLPS-,novel
Q99437,ATP6V0B,205,0.0567,LLPS-,novel
P60409,KRTAP10-7,370,0.0567,LLPS-,novel
Q6UWE3,CLPSL2,100,0.0567,LLPS-,novel
Q969M3,YIPF5,257,0.0566,LLPS-,novel
P78543,BTG2,158,0.0566,LLPS-,novel
A0A0A0MS15,IGHV3-49,119,0.0566,LLPS-,novel
P33778,H2BC3,126,0.0566,LLPS-,novel
Q9NRX4,PHPT1,125,0.0566,LLPS-,novel
Q6NZ63,STEAP1B,245,0.0566,LLPS-,novel
O43820,HYAL3,417,0.0566,LLPS-,novel
P49184,DNASE1L1,302,0.0566,LLPS-,novel
Q99879,H2BC14,126,0.0566,LLPS-,novel
Q7Z4W1,DCXR,244,0.0566,LLPS-,novel
P0C7N1,OR8U8,319,0.0566,LLPS-,novel
O75908,SOAT2,522,0.0565,LLPS-,novel
Q9NZD1,GPRC5D,345,0.0565,LLPS-,novel
Q5W188,CST9LP1,147,0.0565,LLPS-,novel
Q9NY35,CLDND1,253,0.0565,LLPS-,novel
Q99731,CCL19,98,0.0565,LLPS-,novel
Q4G0N0,GGTA1,100,0.0565,LLPS-,novel
P20036,HLA-DPA1,260,0.0565,LLPS-,novel
Q701N2,KRTAP5-5,237,0.0565,LLPS-,novel
P45381,ASPA,313,0.0565,LLPS-,novel
Q969N4,TAAR8,342,0.0565,LLPS-,novel
Q8IXE1,OR4N5,308,0.0565,LLPS-,novel
Q8NCS7,SLC44A5,719,0.0565,LLPS-,novel
Q9H9V4,RNF122,155,0.0565,LLPS-,novel
Q9NWC5,TMEM45A,275,0.0564,LLPS-,novel
Q92484,SMPDL3A,453,0.0564,LLPS-,novel
O15263,DEFB4A,64,0.0564,LLPS-,novel
K7EJ46,SMIM22,83,0.0564,LLPS-,novel
Q92843,BCL2L2,193,0.0564,LLPS-,novel
Q8WZ92,OR5P2,322,0.0564,LLPS-,novel
Q86WV5,TEN1,123,0.0564,LLPS-,novel
P51582,P2RY4,365,0.0564,LLPS-,novel
Q9BYG0,B3GNT5,378,0.0564,LLPS-,novel
Q71RH2,TLCD3B,274,0.0563,LLPS-,novel
A6NC42,DPPA5,116,0.0563,LLPS-,val
Q5QFB9,PAPPA-AS1,102,0.0562,LLPS-,novel
O43869,OR2T1,369,0.0562,LLPS-,novel
L0R8F8,MIEF1,70,0.0562,LLPS-,novel
O95807,TMEM50A,157,0.0562,LLPS-,novel
Q8N682,DRAM1,238,0.0562,LLPS-,novel
Q9HBJ0,PLAC1,212,0.0562,LLPS-,novel
Q30154,HLA-DRB5,266,0.0562,LLPS-,novel
P09629,HOXB7,217,0.0562,LLPS-,novel
Q9Y693,LHFPL6,200,0.0562,LLPS-,novel
Q02985,CFHR3,330,0.0562,LLPS-,novel
P42772,CDKN2B,138,0.0562,LLPS-,novel
P62952,BLCAP,87,0.0562,LLPS-,novel
Q9Y221,NIP7,180,0.0561,LLPS-,novel
Q07817,BCL2L1,233,0.0561,LLPS-,novel
P16562,CRISP2,243,0.0561,LLPS-,novel
Q9Y296,TRAPPC4,219,0.0561,LLPS-,novel
Q96A57,TMEM230,120,0.0561,LLPS-,novel
Q8NFJ6,PROKR2,384,0.0561,LLPS-,novel
Q96RI8,TAAR6,345,0.0561,LLPS-,novel
Q0VG73,RDUR,95,0.0561,LLPS-,novel
Q9Y231,FUT9,359,0.0561,LLPS-,novel
Q538Z0,LUZP6,58,0.056,LLPS-,novel
Q9NPB9,ACKR4,350,0.056,LLPS-,novel
Q8WXG8,S100Z,99,0.056,LLPS-,novel
Q9NZD2,GLTP,209,0.056,LLPS-,novel
P60413,KRTAP10-12,245,0.056,LLPS-,novel
P02778,CXCL10,98,0.056,LLPS-,novel
Q5VXU1,NKAIN2,208,0.0559,LLPS-,novel
Q8TAD7,OCC1,63,0.0559,LLPS-,novel
Q969L4,LSM10,123,0.0559,LLPS-,novel
Q96MD7,C9orf85,179,0.0559,LLPS-,novel
O75947,ATP5PD,161,0.0558,LLPS-,novel
P51681,CCR5,352,0.0558,LLPS-,novel
Q6GV28,TMEM225,225,0.0558,LLPS-,novel
Q9P0S3,ORMDL1,153,0.0558,LLPS-,novel
Q8NE00,SLC38A12,496,0.0558,LLPS-,novel
Q5J5C9,DEFB121,76,0.0558,LLPS-,novel
Q6ZUX7,LHFPL2,228,0.0558,LLPS-,novel
O96033,MOCS2,88,0.0558,LLPS-,novel
Q9H2D1,SLC25A32,315,0.0558,LLPS-,novel
Q9H341,OR51M1,326,0.0558,LLPS-,novel
Q13956,PDE6H,83,0.0557,LLPS-,novel
P59095,STARD6,220,0.0557,LLPS-,train
P0DW85,H2BN1,118,0.0557,LLPS-,novel
Q6RW13,AGTRAP,159,0.0557,LLPS-,novel
Q8N5G0,SMIM20,67,0.0557,LLPS-,novel
